jp,en,file
小さいころからアオイはあがり症でねえ。,Aoi has had stage fright since she was a child.,romfs\story\spt\npc_idol_meda_132_s07_t011.spt
あたしたちとちがってニンゲンは,"Unlike us, ningen",romfs\story\spt\npc_idol_meda_153_s02_t001.spt
あらまあ、飛び降りるんですか？,"Oh my goodness, are you going to jump?",romfs\story\spt\npc_idol_meda_153_s02_t001.spt
パーツの替えが効きませんからねえ。,Parts are not interchangeable.,romfs\story\spt\npc_idol_meda_153_s02_t001.spt
気をつけてくださいよ。,Be careful.,romfs\story\spt\npc_idol_meda_153_s02_t001.spt
うまくいってないのかね。,"It's not going well, is it?",romfs\story\spt\npc_idol_meda_163_s01_t011.spt
すぐ戻るって言ってたわりには遅いねえ。,"You're late, even though you said you'd be right back.",romfs\story\spt\npc_idol_meda_163_s01_t011.spt
わたしもいっしょに行けばよかったかねえ…,Maybe I should have gone with him...,romfs\story\spt\npc_idol_meda_163_s01_t011.spt
おや、こんにちは。,"Oh, hello.",romfs\story\spt\npc_idol_meda_163_s02_t011.spt
男の子のお客さんなんて珍しいですねえ。,It's rare to have a boy customer.,romfs\story\spt\npc_idol_meda_163_s02_t011.spt
あたしは,I am,romfs\story\spt\npc_idol_meda_163_s03_t011.spt
いつ仲良くしてるかですって？,"When do we get along, you ask?",romfs\story\spt\npc_idol_meda_163_s03_t011.spt
うふふ、それはメダロットだけのヒミツですよ。,Ummm...that's a secret only for Medarotto.,romfs\story\spt\npc_idol_meda_163_s03_t011.spt
と仲良しですよ。,I'm good friends with them.,romfs\story\spt\npc_idol_meda_163_s03_t011.spt
彼女、女の子らしくてかわいいんです。,She is so girly and cute.,romfs\story\spt\npc_idol_meda_163_s03_t011.spt
わかっちゃいるけど、さみしいですねえ。,"I know, I know, but I will miss them.",romfs\story\spt\npc_idol_meda_163_s07_t021.spt
寿命ですか。,Lifespan.,romfs\story\spt\npc_idol_meda_163_s07_t021.spt
あら、みなさん。,"Oh, hey, everyone.",romfs\story\spt\npc_idol_meda_163_s08_t011.spt
いただいた脚部パーツは絶好調ですよ。,The leg parts you gave us are in great shape.,romfs\story\spt\npc_idol_meda_163_s08_t011.spt
ええ。,Yes.,romfs\story\spt\npc_idol_meda_163_s08_t011.spt
一晩中だって踊り続けられますよ。,You can dance all night long.,romfs\story\spt\npc_idol_meda_163_s08_t011.spt
あんた、こんな時間になにしとるんだね。,What are you doing here at this hour?,romfs\story\spt\npc_janit_150_s01_t011.spt
この学校は、なにしろ広いから,"This school is, after all, very large.",romfs\story\spt\npc_janit_150_s01_t011.spt
だったらほれほれ、急がなきゃ。,"Then come on, come on. We'd better hurry.",romfs\story\spt\npc_janit_150_s01_t011.spt
なに、転入生…？,"What, a transfer student...?",romfs\story\spt\npc_janit_150_s01_t011.spt
マイゴにならんよう気をつけなさいよ。,Be careful not to get lost.,romfs\story\spt\npc_janit_150_s01_t011.spt
向かって左だからね。,It's on the left as you face it.,romfs\story\spt\npc_janit_150_s01_t011.spt
教室はこの先まっすぐ進んで左だよ。,The classroom is straight ahead and to the left.,romfs\story\spt\npc_janit_150_s01_t011.spt
ここは学校用の荷を積んだ定期船が着く港だよ。,This is the port where liner boats with cargo for the school arrive.,romfs\story\spt\npc_janit_500_s03_t011.spt
だが、施設はこの通りリッパなもんさ。,But the facilities are just as good as they can be.,romfs\story\spt\npc_janit_500_s03_t011.spt
ふだんはこのとおりカンサンとしとるがね。,"Usually, they are as you see here.",romfs\story\spt\npc_janit_500_s03_t011.spt
玉にキズだがの。,"It's a flaw, though.",romfs\story\spt\npc_janit_500_s03_t011.spt
砂浜を野良メダロットがウロチョロしてるのが,I've seen stray medallions wandering around the beach.,romfs\story\spt\npc_janit_500_s03_t011.spt
近くにはキレイなビーチもある。,There is also a beautiful beach nearby.,romfs\story\spt\npc_janit_500_s03_t011.spt
いったいナニモノなんだろうなあ。,I wonder what the hell it is.,romfs\story\spt\npc_janit_500_s07_t011.spt
ここ最近、当たり前のようにウロついとるが,I've been hanging around here lately as a matter of course.,romfs\story\spt\npc_janit_500_s07_t011.spt
しかしなんだろうね、あの連中,But what is it with those people?,romfs\story\spt\npc_janit_500_s07_t011.spt
どう見ても学校関係者…　には見えんなあ。,It doesn't look like a school official to me.,romfs\story\spt\npc_janit_500_s07_t011.spt
まっ黒けのテルテルボーズみたいなナリをして。,"He was wearing a black-and-white, tell-tale-boze look.",romfs\story\spt\npc_janit_500_s07_t011.spt
入港証もあるしモンクも言えんが,"I have a port of entry permit, and I can't even tell you what a monk is.",romfs\story\spt\npc_janit_500_s07_t011.spt
あんた学生さんか。,Are you a student?,romfs\story\spt\npc_janit_500_s09_t011.spt
あー、だったらひと足ちがいだよ。,"Oh, then you're a foot off the mark.",romfs\story\spt\npc_janit_500_s09_t011.spt
こんな朝早くにどうしたね？,What are you doing here so early in the morning?,romfs\story\spt\npc_janit_500_s09_t011.spt
さっき娘が届けに向かったところだ。,My daughter was just on her way to deliver it earlier.,romfs\story\spt\npc_janit_500_s09_t011.spt
なに、荷物を受け取りに？,"What, to pick up a package?",romfs\story\spt\npc_janit_500_s09_t011.spt
わざわざ来てくれたのに、すまんねえ。,I'm sorry you came all the way here.,romfs\story\spt\npc_janit_500_s09_t011.spt
今ごろ無事に届いていると思うよ。,I'm sure it has arrived safely by now.,romfs\story\spt\npc_janit_500_s09_t011.spt
ここ最近、当たり前のようにウロついとったが,I've been hanging around here lately as a matter of course.,romfs\story\spt\npc_janit_500_s09_t021.spt
どっからどう見ても学校関係者には見えんな。,It doesn't look like a school official from any angle.,romfs\story\spt\npc_janit_500_s09_t021.spt
今朝はまた、えらい人数だ。,"This morning, there were a lot of people again.",romfs\story\spt\npc_janit_500_s09_t021.spt
財閥のお偉いさん…　にも見えんしなあ。,He doesn't even look like a bigwig of a conglomerate.,romfs\story\spt\npc_janit_500_s09_t021.spt
セキゾー,Gloomeg,romfs\story\spt\npc_janit_meda_000_s00_t001.spt
午前中はおそうじの時間なの！,It's time to clean up in the morning!,romfs\story\spt\npc_janit_meda_150_s01_t011.spt
広いから大変なの！,"It's a big place, so it's hard work!",romfs\story\spt\npc_janit_meda_150_s01_t011.spt
いっつも走ってるから覚えちゃった。,I've learned it because I'm always running.,romfs\story\spt\npc_janit_meda_500_s03_t011.spt
きみよく寮の前で見かけるね。,I often see you in front of the dormitory.,romfs\story\spt\npc_janit_meda_500_s03_t011.spt
ぼくとマスターは,Me and Master,romfs\story\spt\npc_janit_meda_500_s03_t011.spt
毎朝、学校におソウジしに行ってるんだよ。,I go to school every morning to do my ossoji.,romfs\story\spt\npc_janit_meda_500_s03_t011.spt
あのヒトたちも運動会するの？,Do those people have a field day?,romfs\story\spt\npc_janit_meda_500_s09_t011.spt
すごいね、ヒトがいっぱい！,"Wow, so many humans!",romfs\story\spt\npc_janit_meda_500_s09_t011.spt
わたしが気づいてないとでも思っているのか…,Do you think I haven't noticed...,romfs\story\spt\npc_kaicho_102_s09_t011.spt
バカめ,Idiot.,romfs\story\spt\npc_kaicho_102_s09_t011.spt
くっ…！,Kuh...!,romfs\story\spt\npc_kaicho_113_s11_t011.spt
きみか特待生。,Kimika Special Student.,romfs\story\spt\npc_kaicho_131_s04_t001.spt
その呼びかた、そろそろやめてくださいよ～。,It's time to stop calling them that!,romfs\story\spt\npc_kaicho_131_s04_t001.spt
た、探検部です。,I am a member of the Exploration Department.,romfs\story\spt\npc_kaicho_131_s04_t001.spt
たんけ――,simple-mindedness--,romfs\story\spt\npc_kaicho_131_s04_t001.spt
なにもないなら話しかけるな。,"If you have nothing to say, don't talk to them.",romfs\story\spt\npc_kaicho_131_s04_t001.spt
わたしは忙しい。,I am busy.,romfs\story\spt\npc_kaicho_131_s04_t001.spt
所属部は？,What department do you belong to?,romfs\story\spt\npc_kaicho_131_s04_t001.spt
用は？,What do you want?,romfs\story\spt\npc_kaicho_131_s04_t001.spt
お弁当どうする？　いつ食べるぅ？,What are you going to do with your lunch?　When are we going to eat?,romfs\story\spt\npc_kaicho_meda_102_s09_t011.spt
ねえねえスズネちゃん。,"Hey, hey, Suzune.",romfs\story\spt\npc_kaicho_meda_102_s09_t011.spt
なにも考える必要はない。,There is no need to think about anything.,romfs\story\spt\npc_kocho_108_s11_t011.spt
まずは校内に侵入してくる野良メダロットを倒せ。,"First, defeat the stray medallions that invade the school.",romfs\story\spt\npc_kocho_108_s11_t011.spt
ヤツ自身が動くほかはないからな…,He has no choice but to move himself...,romfs\story\spt\npc_kocho_108_s11_t011.spt
倒し続けていれば、きっと動く…,Keep knocking them down and they'll move...,romfs\story\spt\npc_kocho_108_s11_t011.spt
効率よくエサが手に入らねば,We must be able to get feed efficiently.,romfs\story\spt\npc_kocho_108_s11_t011.spt
………ん？,......... hmm?,romfs\story\spt\npc_kyoto_116_s06_t011.spt
きっといろいろ届いてると思ったらビンゴだった。,I was sure I had received a lot of things and bingo.,romfs\story\spt\npc_kyoto_116_s06_t011.spt
くんだね。,I'm sure you're right.,romfs\story\spt\npc_kyoto_116_s06_t011.spt
こんにちは。毎日暑いねー。,Hello. It's hot every day!,romfs\story\spt\npc_kyoto_116_s06_t011.spt
たくさんあって目移りしちゃって…,"There are so many, it's hard to choose...",romfs\story\spt\npc_kyoto_116_s06_t011.spt
だれか決めてくれればいいのになあ、う～ん…,I wish someone would decide...hmmm...,romfs\story\spt\npc_kyoto_116_s06_t011.spt
でも困ってるんだ。,But I'm in trouble.,romfs\story\spt\npc_kyoto_116_s06_t011.spt
どれを買おうかなあ、う～ん…,"Which one should I buy, hmmm...",romfs\story\spt\npc_kyoto_116_s06_t011.spt
ぼく？　買い物さ。昨日船が着いてたから,Me?　I'm shopping. The boat arrived yesterday.,romfs\story\spt\npc_kyoto_116_s06_t011.spt
やあきみ――　,"Hey, you--",romfs\story\spt\npc_kyoto_116_s06_t011.spt
カーネリアン,carnelian,romfs\story\spt\npc_kyoto_meda_000_s00_t001.spt
こんなんじゃもっとエラくなれないぞ。,You can't get more elite like this.,romfs\story\spt\npc_kyoto_meda_116_s06_t011.spt
ならなくてもいいけどね。,"It doesn't have to be, though.",romfs\story\spt\npc_kyoto_meda_116_s06_t011.spt
マスターのユージューフダンは,The Master's Eugene Hudan is a,romfs\story\spt\npc_kyoto_meda_116_s06_t011.spt
教頭先生になっても治らないなー。,I'm not going to get better as a vice principal.,romfs\story\spt\npc_kyoto_meda_116_s06_t011.spt
よう。,Yo.,romfs\story\spt\npc_m_1a_000_s00_t001.spt
お前も１年？,You've been here a year?,romfs\story\spt\npc_m_1a_000_s01_t011.spt
しばらくは寂しくてしょうがなかったよ。,I missed you for a while.,romfs\story\spt\npc_m_1a_000_s01_t011.spt
だれ連れていこうか、スゲー悩んだんだ。,I had a hard time deciding who to take with me.,romfs\story\spt\npc_m_1a_000_s01_t011.spt
なあ、ここ来る前ってメダル何枚持ってた？,"Hey, how many medals did you have before you came here?",romfs\story\spt\npc_m_1a_000_s01_t011.spt
なんで１枚しかダメなんだろう。,Why only one piece is allowed?,romfs\story\spt\npc_m_1a_000_s01_t011.spt
みんなと仲良かったから、ここ入るって決まったとき,"I got along well with everyone, so when I decided to join this place",romfs\story\spt\npc_m_1a_000_s01_t011.spt
オレ３枚。,Three Ore.,romfs\story\spt\npc_m_1a_000_s01_t011.spt
理由くらい教えてほしいよなー。,I wish they would at least tell me why.,romfs\story\spt\npc_m_1a_000_s01_t011.spt
結局コイツに決めたけど…,"I ended up choosing this guy, but...",romfs\story\spt\npc_m_1a_000_s01_t011.spt
それでセンパイと優勝しようって盛り上がってたら,And I was getting excited about winning with my senpai.,romfs\story\spt\npc_m_1a_000_s02_t011.spt
つか、だったらオレもやりてーんだけど。,"I'd like to do it, too, if that's the case.",romfs\story\spt\npc_m_1a_000_s02_t011.spt
もうじきクラブ対抗のロボトル大会があるだろ？,"You know there's going to be an interclub robattle tournament soon, right?",romfs\story\spt\npc_m_1a_000_s02_t011.spt
もう練習始まってるんだけど。,I've already started practicing.,romfs\story\spt\npc_m_1a_000_s02_t011.spt
スキー部の○○さんが部屋に入ってきて――,Mr. XXX from the ski club came into the room and--,romfs\story\spt\npc_m_1a_000_s02_t011.spt
予選だーとかいってさ。,"It's a qualifier,"" he said.",romfs\story\spt\npc_m_1a_000_s02_t011.spt
気づいたら、ふたりでロボトル始めちゃったんだ。,We started lobotling together when we found out.,romfs\story\spt\npc_m_1a_000_s02_t011.spt
スキー部のイチさんが部屋に入ってきて――,Ichi-san from the ski club came into the room--,romfs\story\spt\npc_m_1a_000_s03_t011.spt
え、同じクラスなの？,"Oh, you're in the same class?",romfs\story\spt\npc_m_1a_000_s06_t011.spt
お前サイカって女子知ってる？,Do you know a girl named Saika?,romfs\story\spt\npc_m_1a_000_s06_t011.spt
なに考えてるかわかんなくて、オレは苦手だな。,"I don't know what they are thinking, and I don't like them.",romfs\story\spt\npc_m_1a_000_s06_t011.spt
まだよくわからないんだけどさ…,I'm not sure yet...,romfs\story\spt\npc_m_1a_000_s06_t011.spt
まっ、確かにかわいいけどさ。,"Well, it's certainly cute, but...",romfs\story\spt\npc_m_1a_000_s06_t011.spt
ロボトルに夢中っていうか…,"I mean, I'm not crazy about the lobottle, but...",romfs\story\spt\npc_m_1a_000_s06_t011.spt
